 Date,Type,Merchant/Description,Debit/Credit,Balance
25/02/2019,))),Badger,-£3.70,-£354.94
25/02/2019,VIS,Badger,-£5.00,-£351.24
25/02/2019,DD,Badger,-£18.99,-£346.24
22/02/2019,))),Badger,-£2.20,-£327.25
20/02/2019,))),Badger,-£10.36,-£325.05
19/02/2019,))),Badger,-£3.21,-£314.69
19/02/2019,INT,Badger,-£18.04,-£311.48
19/02/2019,DD,Badger,-£54.23,-£293.44
19/02/2019,DD,Badger,-£84.25,-£239.21
18/02/2019,))),Badger,-£11.46,-£154.96
18/02/2019,))),Badger,-£2.99,-£143.50
18/02/2019,))),Badger,-£14.34,-£140.51
18/02/2019,))),Badger,-£5.70,-£126.17
18/02/2019,))),Badger,-£3.30,-£120.47
18/02/2019,VIS,Badger,-£62.01,-£117.17
18/02/2019,VIS,Badger,-£60.86,-£55.16
18/02/2019,VIS,Badger,-£5.00,£5.70
18/02/2019,DD,Badger,-£53.50,£10.70
18/02/2019,DD,Badger,-£60.00,£64.20
13/02/2019,VIS,Badger,-£500.00,£124.20
11/02/2019,VIS,Badger,-£3.96,£624.20
09/02/2019,ATM,Badger,-£40.00,£628.16
08/02/2019,DD,Badger,-£9.50,£668.16
05/02/2019,DD,Badger,-£66.00,£677.66
04/02/2019,VIS,Badger,-£246.46,£743.66
04/02/2019,DD,Badger,-£19.00,£990.12
01/02/2019,SO,Badger,-£190.00,"£1,009.12"
01/02/2019,SO,Badger,-£420.67,"£1,199.12"
01/02/2019,DD,Badger,-£40.21,"£1,619.79"
01/02/2019,DD,Badger,-£23.00,"£1,660.00"
01/02/2019,DD,Badger,-£12.83,"£1,683.00"
01/02/2019,DD,Badger,-£96.00,"£1,695.83"
01/02/2019,DD,Badger,-£7.50,"£1,791.83"
01/02/2019,DD,Badger,-£333.31,"£1,799.33"
01/02/2019,DD,Badger,-£345.88,"£2,132.64"
31/01/2019,VIS,Badger,"-£2,000.00","£2,478.52"
30/01/2019,VIS,Badger,-£65.13,"£4,478.52"
30/01/2019,BP,Badger,-£191.09,"£4,543.65"
30/01/2019,DD,Badger,-£45.68,"£4,734.74"
30/01/2019,CR,Badger,"£5,843.06","£4,780.42"
29/01/2019,CR,Badger,£833.74,"-£1,062.64"
28/01/2019,VIS,Badger,-£14.98,"-£1,896.38"
25/01/2019,DD,Badger,-£18.99,"-£1,881.40"
25/01/2019,CR,Badger,£279.20,"-£1,862.41"
24/01/2019,CR,Badger,£14.70,"-£2,141.61"
22/01/2019,DD,Badger,-£67.08,"-£2,156.31"
21/01/2019,))),Badger,-£14.00,"-£2,089.23"
21/01/2019,CR,Badger,£200.69,"-£2,075.23"
21/01/2019,DD,Badger,-£833.74,"-£2,275.92"
21/01/2019,DD,Badger,-£54.23,"-£1,442.18"
19/01/2019,INT,Badger,-£8.91,"-£1,387.95"
16/01/2019,VIS,Badger,-£36.55,"-£1,379.04"
14/01/2019,))),Badger,-£5.50,"-£1,342.49"
14/01/2019,))),Badger,-£19.00,"-£1,336.99"
14/01/2019,VIS,Badger,-£4.20,"-£1,317.99"
14/01/2019,))),Badger,-£17.00,"-£1,313.79"
14/01/2019,))),Badger,-£17.20,"-£1,296.79"
14/01/2019,))),Badger,-£4.85,"-£1,279.59"
14/01/2019,))),Badger,-£6.85,"-£1,274.74"
14/01/2019,))),Badger,-£27.80,"-£1,267.89"
14/01/2019,))),Badger,-£5.00,"-£1,240.09"
14/01/2019,VIS,Badger,-£5.00,"-£1,235.09"
14/01/2019,VIS,Badger,-£6.60,"-£1,230.09"
14/01/2019,VIS,Badger,-£4.20,"-£1,223.49"
08/01/2019,DD,Badger,-£9.50,"-£1,219.29"
07/01/2019,))),Badger,-£4.47,"-£1,209.79"
07/01/2019,))),Badger,-£4.57,"-£1,205.32"
07/01/2019,))),Badger,-£10.15,"-£1,200.75"
07/01/2019,))),Badger,-£4.40,"-£1,190.60"
07/01/2019,VIS,Badger,-£5.50,"-£1,186.20"
07/01/2019,VIS,Badger,-£3.00,"-£1,180.70"
04/01/2019,))),Badger,-£1.74,"-£1,177.70"
04/01/2019,))),Badger,-£6.15,"-£1,175.96"
04/01/2019,VIS,Badger,-£43.10,"-£1,169.81"
04/01/2019,VIS,Badger,-£50.00,"-£1,126.71"
04/01/2019,VIS,Badger,-£39.00,"-£1,076.71"
03/01/2019,SO,Badger,-£60.00,"-£1,037.71"
03/01/2019,DD,Badger,-£40.21,-£977.71
02/01/2019,SO,Badger,-£220.24,-£937.50
02/01/2019,SO,Badger,-£420.67,-£717.26
02/01/2019,DD,Badger,-£19.00,-£296.59
02/01/2019,DD,Badger,-£23.00,-£277.59
02/01/2019,DD,Badger,-£12.83,-£254.59
02/01/2019,DD,Badger,-£96.00,-£241.76
02/01/2019,DD,Badger,-£7.50,-£145.76
02/01/2019,DD,Badger,-£246.46,-£138.26
02/01/2019,DD,Badger,-£358.08,£108.20
02/01/2019,DD,Badger,-£345.88,£466.28
01/01/2019,CR,Badger,£100.00,£812.16
31/12/2018,VIS,Badger,-£14.99,£712.16
31/12/2018,DD,Badger,-£49.81,£727.15
27/12/2018,))),Badger,-£5.00,£776.96
27/12/2018,DD,Badger,-£18.99,£781.96
24/12/2018,))),Badger,-£4.40,£800.95
23/12/2018,ATM,Badger,-£50.00,£805.35
21/12/2018,))),Badger,-£3.00,£855.35
21/12/2018,DD,Badger,-£67.08,£858.35
21/12/2018,CR,Badger,£140.80,£925.43
21/12/2018,CR,Badger,"£2,221.91",£784.63
20/12/2018,INT,Badger,-£3.18,"-£1,437.28"
17/12/2018,))),Badger,-£2.19,"-£1,434.10"
17/12/2018,))),Badger,-£0.16,"-£1,431.91"
17/12/2018,))),Badger,-£5.60,"-£1,431.75"
17/12/2018,VIS,Badger,-£12.70,"-£1,426.15"
,,,,
Arranged overdraft limit,15/01/2020,"£2,250.00",,
